名稱,經度,緯度
台電南州服務所站,120.504613,22.487982
中央大學站,121.190932,24.965669
振宇五金鹿港店站(多站),120.440878,24.048364
第一銀行延吉站(多站),121.553632,25.046405
日月亭林口文化站(多站),121.362908,25.060729
YAMAHA 台南月津店站(多站),120.265539,23.313916
中油瑔發加油站,120.421217,22.57978
7-ELEVEN 將軍店站,120.158287,23.197059
Gogoro 新生市民服務中心站(多站),121.531592,25.04682
中油生產路加油站,120.216753,22.964483
USPACE 中油福林停車場站(多站),121.527574,25.092847
中油華中橋加油站,121.496233,25.000293
7-ELEVEN 大貿店站,120.66457,24.177866
中油澎大加油站,119.599378,23.52916
中油芳苑加油站,120.327002,23.919769
台北捷運北投站(多站),121.499595,25.130398
HiLife 台中衛斯理店站,120.669807,24.112641
小北百貨新中華東店站,120.226857,22.978483
中油大安加油站,120.589024,24.343355
全家員林正新店站(多站),120.582342,23.96059
新北市二重國中停車場站(多站),121.480276,25.065205
麗車坊中壢店站,121.246297,24.968446
高雄市新興區六合一路站(多站),120.312288,22.632425
全聯新莊幸福店站,121.456257,25.0493
統一速邁樂龍潭加油站(多站),121.206674,24.861643
全家台中龍富店站(多站),120.626019,24.140802
中油灣裡加油站,120.18536,22.929566
安順里公有停車場站(多站),120.215353,23.051342
7-ELEVEN 高昌店站(多站),120.33045,22.74694
中油花蓮中山路加油站,121.594928,23.996139
Gogoro 楊梅騏轟服務中心站,121.173957,24.911172
全家仁德二仁店站(多站),120.224626,22.918108
新北市五股區工商路立體停車場B1F站(多站),121.439284,25.083542
山隆興隆加油站(多站),121.469163,25.044862
全聯大雅民生店站,120.668502,24.23649
中油江山加油站,120.405738,22.640169
家樂福仁德店站,120.24731,22.97242
7-ELEVEN 永盛店站(多站),120.575611,22.75642
新北市林口停二平面停車場站,121.389877,25.081806
中油鳳崎加油站,120.996191,24.865621
中油大義街加油站,120.28587,22.620741
享溫馨KTV 屏東店站(多站),120.489159,22.675552
國立屏東大學屏師校區站(多站),120.500215,22.668069
臺中市沙鹿區公所站(多站),120.566741,24.233082
全聯草屯中正店站,120.698571,23.978631
中油中交加油站,120.662745,24.070044
Gogoro 台南崇善門市站,120.229798,22.972841
Gogoro 龜山文化服務中心站,121.361303,25.05291
中油新富加油站,121.212979,24.927253
全家明興店站,121.562987,24.989997
臺鐵和平站,121.752619,24.297897
中油竹圍加油站,121.459062,25.133447
全聯花壇學前店站(多站),120.542274,24.026911
全聯雲林北港店站,120.298269,23.57747
台糖惠生加油站,120.19886,23.459837
7-ELEVEN 丰太店站,120.703672,24.111852
臺鐵羅東站後站(多站),121.775066,24.67848
中油造橋加油站,120.863199,24.638512
Gogoro 竹東東林門市站(多站),121.09225,24.73692
中油瑞國加油站,120.58268,24.24396
宏佳騰新店中正店站,121.533597,24.983071
北成路停車場站,120.207177,23.02034
中油內壢加油站(多站),121.254104,24.961897
中油玉泉村加油站,120.825397,24.511644
HiLife 新北板龍店站,121.443937,25.002229
全聯台中忠明店站,120.657454,24.13824
中油奕承加油站,120.958216,24.760483
中油南埔加油站,121.58964,23.964108
中油大寮加油站,120.394701,22.608997
旗山區公所站,120.483489,22.888653
三民區公所站,120.29966,22.647679
台亞桃園延平加油站,121.200933,24.937698
大潤發新竹湳雅店站(多站),120.970707,24.818186
宏佳騰和美德美店站(多站),120.501754,24.113091
新竹市東園市場停車場站(多站),120.983322,24.803488
中油台北西湖加油站,121.560054,25.085357
臺中市太平地政事務所廣場站(多站),120.725863,24.146595
桃園市蘆竹大新停車場站(多站),121.256855,25.024379
中油新港加油站,120.48578,24.15999
中油蓮因加油站,120.412435,23.355573
高雄市武廟停車場站(多站),120.332576,22.628812
中油伯爵加油站(多站),121.654706,25.069193
中油翔大加油站(多站),121.354151,25.000999
全聯安南北安店站(多站),120.202941,23.040646
北基金獅加油站(多站),120.322342,22.663045
全聯彰化竹塘店站,120.426085,23.858925
中油安平古堡加油站,120.167451,23.001937
日月光半導體站,120.300234,22.72306
中油加祿加油站,120.615705,22.334116
臺中市屯區藝文中心站(多站),120.736906,24.157005
家樂福中壢店站(多站),121.244553,24.947692
新北市新泰公園站(多站),121.444909,25.037717
7-ELEVEN 小腳腿店站,120.36573,23.285375
仁武區公所站,120.347982,22.701384
7-ELEVEN 新潭店站(多站),120.520133,22.679363
全聯北斗斗苑店站,120.519256,23.87245
全家鳳山埤頂店站,120.381323,22.628886
中油百達加油站,120.559577,22.608115
宏佳騰三重重陽店站(多站),121.493242,25.072277
臺鐵羅東站前站(多站),121.774077,24.677479
三重龍濱公園站,121.502129,25.072917
樹林彭厝市民活動中心站,121.422281,24.979906
全聯中正延平店站,121.507479,25.033729
中油慈湖加油站,121.285075,24.846615
Gogoro 宜蘭中山門市站(多站),121.752386,24.75407
中油水璉加油站,121.560567,23.7801
全家新店德順店站(多站),121.509105,24.960757
7-ELEVEN 虹諭店站,121.479227,25.07103
八百屋東港店站(多站),120.463261,22.462147
臺鐵花蓮富里車站,121.248547,23.178961
7-ELEVEN 金玉店站(多站),121.797801,24.463919
竹北市農會站,121.006304,24.838119
全聯大里仁化店站,120.702911,24.09624
山隆竹坑加油站(多站),120.543682,24.17613
新光三越高雄三多店站(多站),120.306999,22.614006
東興路公有停車場站,120.322947,23.315834
臺中市民龍停車場站(多站),120.670367,24.152578
7-ELEVEN 科工店站,120.148599,23.035178
中油翁子加油站,120.734656,24.259677
中油永錡中正加油站,121.419704,25.028314
7-ELEVEN 新墘店站,120.299482,23.082247
全家永康忠孝店站,120.239968,23.003924
新北市崑崙公園平面停車場站,121.429871,24.993779
全聯梧棲文昌店站(多站),120.537675,24.245264
宏佳騰楠梓益群店站,120.296814,22.725045
HiLife 中縣神岡店站,120.658966,24.27676
中油全宏加油站,121.485157,25.003661
中油石牌愛心加油站,121.508692,25.112564
全聯台南明興店站,120.187893,22.959676
中油溪州加油站,120.489188,23.851899
7-ELEVEN 精中店站,120.719651,24.115481
家樂福屏東店站,120.497996,22.683135
中油後壁加油站,120.359812,23.363341
新北市泰山國民運動中心站(多站),121.434712,25.056195
臺大二活停車場站(多站),121.536883,25.012169
全聯屏東萬巒店站,120.56775,22.575645
台南市圖書館總館旁機車停車場站(多站),120.237043,23.02545
中油信義路加油站,121.555179,25.032939
Gogoro 新豐學府門市站(多站),120.998144,24.873306
桃園市客家文化館站,121.234594,24.845566
HiLife 竹北竹文店站,121.011947,24.831976
中油國鈞加油站,120.359162,23.766333
中油千越凱旋加油站,120.318046,22.59705
全聯頭城青雲店站(多站),121.826534,24.859116
全聯梧棲中華店站,120.55935,24.257181
中油南科加油站,120.28698,23.096324
路竹區公所站,120.259242,22.854747
新北市永和仁愛公園站(永平路側)A,121.507517,25.012028
全聯台南六甲店站,120.349751,23.231043
家樂福虎尾店站,120.426901,23.705158
全聯彰化員林店站,120.582538,23.960835
7-ELEVEN 睿豐店站,121.056497,22.705859
7-ELEVEN 美美店站(多站),120.545566,24.071704
7-ELEVEN 仁興店站(多站),120.288254,22.973565
新竹市科學園路212巷停車場站(多站),121.010621,24.782455
全聯苗栗銅鑼店站,120.786704,24.489542
宏佳騰草屯太平店站(多站),120.681479,23.960153
台南東區環保局停車場站,120.23513,22.98413
7-ELEVEN 金沅店站(多站),121.230576,24.904865
民生配水池加壓站停車場站(多站),121.553756,25.059394
全家蘆竹五福店站,121.295053,25.057762
中油新華加油站,120.930749,24.68539
全聯永康富強店站,120.273212,23.015708
南投縣三和停車場站(多站),120.688307,23.905731
新北市貢寮市民活動中心站(多站),121.907565,25.020496
7-ELEVEN 宥昌店站,121.07611,24.77629
關廟區公所站,120.327447,22.963004
新北市中和四號公園站(多站),121.511351,24.999458
宏佳騰中和中山店站,121.504753,25.005133
南投縣竹山鎮公所站,120.671658,23.757204
全聯湖口中山店站,121.042836,24.897544
HiLife 神岡庄前店站(多站),120.656899,24.251219
臺鐵竹東車站(多站),121.09461,24.738096
中油二重加油站,121.467685,25.043787
臺中市陽明大樓第二平面停車場站(多站),120.721318,24.244693
台北捷運唭哩岸站(多站),121.507741,25.120405
UNIQLO 台中中清路店站(多站),120.657095,24.196456
新北市樹林國民運動中心站(多站),121.423412,25.004331
中油大湖加油站,120.252273,22.878271
全家茄萣白砂崙店站,120.185062,22.913222
7-ELEVEN 子龍店站,120.205858,23.175036
臺北市公有士東市場站(多站),121.529127,25.111989
中油安和加油站,120.216149,23.04143
Gogoro 永康服務中心站,120.254319,23.024739
Gogoro 羅東中正門市站,121.771681,24.676798
桃園市蘆竹國民運動中心站(多站),121.294341,25.051707
Gogoro 中和中正門市站(多站),121.49736,24.994016
全聯台南鹽水店站,120.271911,23.319948
全聯嘉義民雄大學店站(多站),120.43475,23.554821
Gogoro 大寮鳳林三門市站,120.396171,22.603877
中油藝術村加油站,120.775285,23.984414
全聯楊梅瑞溪店站(多站),121.181469,24.909425
臺北市立圖書館西湖分館站(多站),121.577564,25.078968
7-ELEVEN 埤頭店站,120.459439,23.892778
全聯鹿港長安店站(多站),120.443775,24.060984
新竹市果菜市場停車場站(多站),120.976065,24.814044
家樂福澄清店站(多站),120.34612,22.64416
台糖公館加油站,120.455933,23.443314
全聯屏東高樹店站,120.60034,22.82297
中油中石油加油站,120.81506,24.572555
中油馬拉加油站,120.685671,24.314937
松山工農地下停車場B1F站,121.572504,25.039046
全家高雄蓮潭店站(多站),120.296903,22.688298
中油美吉加油站,120.238665,23.017134
eReady 高雄鳳山店站(多站),120.349844,22.627555
臺北市老松國小站(多站),121.501731,25.037642
全聯蘆洲重陽店站(多站),121.481527,25.082619
PGO 淡水民權店站,121.459805,25.134545
全家台中樹仔腳店站(多站),120.646279,24.110554
中油員村二水加油站,120.60233,23.83432
山隆大肚加油站(多站),120.543345,24.159871
全聯大里國光店站(多站),120.682279,24.102065
7-ELEVEN 瓏馬店站,121.621776,25.076236
全聯學甲華宗店站,120.182747,23.23574
台糖國聖加油站,120.131898,23.102236
7-ELEVEN 埔民店站,121.309041,25.004041
全家大里金城店站,120.705363,24.087664
新北市和城路停車場站(多站),121.489554,24.993995
臺鐵瑞穗站,121.376826,23.497877
A7 體育大學站(多站),121.385644,25.041406
中油歐盟長興路加油站,121.29296,25.060691
亞旭車業店站,121.470535,25.033061
全聯五股新五店站(多站),121.445759,25.089104
中油安中路加油站,120.160542,23.053868
全聯湖內保生店站,120.219447,22.907039
臺北市青年公園站(多站),121.508046,25.02261
新北市三角湧平面停車場站,121.374946,24.932731
中油四湖東站加油站,120.225667,23.636278
高雄仁武台塑郵局站(多站),120.334607,22.705677
特力屋嘉義店站(多站),120.449216,23.500899
7-ELEVEN 彰泳店站(多站),120.542665,24.092229
中油金山加油站,121.633934,25.224647
Gogoro 中壢龍岡服務中心站,121.224031,24.949412
中油源大加油站,120.460583,22.498369
HiLife 北縣三埔店站,121.365811,24.909687
Gogoro 大雅學府門市站,120.650174,24.220238
7-ELEVEN 善良店站(多站),120.293923,23.127697
Gogoro 永和中正店站,121.51632,24.998068
中油龍形加油站,121.436047,25.156724
中油水里加油站,120.857986,23.808607
聯發科技園區站(多站),121.02058,24.771712
全家竹北宏福店站,121.015179,24.830587
全家新竹武東店站,120.965923,24.818238
臺北市玉成公園站(多站),121.584863,25.042082
桃園市延平停車場站,121.223164,24.95586
7-ELEVEN 北岡山店站,120.279912,22.811912
順發3C新竹經國店站,120.978499,24.81473
中油山東街加油站,120.311652,22.642603
宏佳騰新莊中正店站,121.45909,25.037916
愛買桃園店站(多站),121.285571,24.985573
Gogoro 鳳山中山西服務中心站,120.345336,22.628218
中油後勁加油站,120.30971,22.716274
中油宜蘭大埔加油站,121.717686,24.669671
內湖運動中心站(多站),121.575217,25.078288
小北百貨桃園萬壽店站,121.319927,24.99092
全家鳳山誠義店站,120.360328,22.608865
全家大雅文雅店站,120.641189,24.219207
臺中市太平區公所D棟站(多站),120.718563,24.126538
交通大學光復校區機車停車場H棚站(多站),120.994089,24.783814
Gogoro 新莊仁愛服務中心站,121.444273,25.036464
全家太平新興店站,120.728671,24.153059
全聯左營高鐵店站(多站),120.310396,22.685271
全聯岡山公園西店站(多站),120.284613,22.794421
全聯高雄美濃店站,120.542067,22.90218
新北市福隆火車站,121.943599,25.016479
中油大武加油站,120.89491,22.341633
全家台中仁美店站,120.6874,24.188588
7-ELEVEN 長業店站,121.249844,24.978817
中油主成加油站,121.048673,22.693361
HiLife 高市三山店站(多站),120.2827,22.71706
臺北市象山公園站(多站),121.569754,25.029699
順發3C大里店站(多站),120.690748,24.092062
中油亞柏新屋加油站,121.128949,24.971917
山隆萬大加油站,121.500736,25.027288
Gogoro 南屯五權西門市站,120.646169,24.139856
全家新竹金鵬店站,120.949157,24.805177
桃園市西門地下停車場站,121.304978,24.994424
全聯左營文康店站(多站),120.303466,22.672949
全家后里新中興店站(多站),120.726385,24.309226
新店三民公園站,121.537087,24.971068
高雄梓官郵局站(多站),120.268609,22.761094
臺鐵汐止車站(多站),121.663469,25.069713
全聯大肚中蔗店站(多站),120.57975,24.168706
中油佳冬加油站,120.544419,22.417489
新北市北新地下停車場站(多站),121.542615,24.968638
台灣高鐵台中站,120.616391,24.114075
全聯左營自由二店站(多站),120.307608,22.663846
HiLife 竹北鳳岡店站,121.001746,24.855245
全聯高雄正義店站(多站),120.340912,22.632873
中油聖森路加油站,120.312382,22.790347
國立臺北教育大學產學合作暨育成中心站(多站),121.51831,25.026315
統冠超市志學店站,121.534908,23.904564
中油竹東加油站,121.096776,24.722748
全家八德德富店站,121.278871,24.960508
